id,Lon,Lat,SettlementName,ShortName,MunicipalDistrict,Adm_1,Adm_2,Year,Population
3,70.449011,56.286438,село Абатское,с. Абатское,Абатский район,1,1,1981,7300
662,70.146746,55.930524,поселок Майский,п. Майский,Абатский район,1,0,1981,1206
626,70.416285,56.05311,поселок Ленинка,п. Ленинка,Абатский район,1,0,1981,1098
921,70.698931,56.483209,село Ощепково,с. Ощепково,Абатский район,1,0,1981,1026
188,70.625036,56.422107,село Быструха,с. Быструха,Абатский район,1,0,1981,919
533,70.715226,56.288221,село Конево,с. Конево,Абатский район,1,0,1981,918
1365,70.463626,56.183759,село Шевырино,с. Шевырино,Абатский район,1,0,1981,829
932,70.848015,56.04307,поселок Партизан,п. Партизан,Абатский район,1,0,1981,773
121,70.13363,56.320193,село Болдырево,с. Болдырево,Абатский район,1,0,1981,672
1256,70.137924,56.212114,село Тушнолобово,с. Тушнолобово,Абатский район,1,0,1981,662
63,70.277316,56.115645,село Банниково,с. Банниково,Абатский район,1,0,1981,637
777,70.787173,56.567643,село Назарово,с. Назарово,Абатский район,0,0,1981,469
548,70.044859,56.270716,деревня Костылева,д. Костылева,Абатский район,0,0,1981,335
618,70.587127,56.257598,деревня Лапина,д. Лапина,Абатский район,0,0,1981,318
1315,70.5371,56.506339,деревня Челнокова,д. Челнокова,Абатский район,0,0,1981,309
458,70.662468,56.133432,деревня Камышинка,д. Камышинка,Абатский район,0,0,1981,308
640,70.204534,56.207874,деревня Логинова,д. Логинова,Абатский район,0,0,1981,297
1166,70.111783,56.084611,село Старая Маслянка,с. Старая Маслянка,Абатский район,0,0,1981,291
244,70.551185,56.02687,поселок Восток,п. Восток,Абатский район,0,0,1981,282
103,70.869368,56.368983,деревня Бития,д. Бития,Абатский район,0,0,1981,266
1057,70.270417,56.32491,деревня Речкунова,д. Речкунова,Абатский район,0,0,1981,252
1373,70.326049,56.325809,деревня Шипунова,д. Шипунова,Абатский район,0,0,1981,248
1341,70.676886,56.246876,деревня Чумашкина,д. Чумашкина,Абатский район,0,0,1981,246
982,70.654851,56.517445,деревня Погорелка,д. Погорелка,Абатский район,0,0,1981,240
1201,70.210256,56.121882,село Сычево,с. Сычево,Абатский район,0,0,1981,235
460,70.716331,56.10545,деревня Камышинская,д. Камышинская,Абатский район,0,0,1981,230
1159,70.699003,56.454498,деревня Спирина,д. Спирина,Абатский район,0,0,1981,230
119,70.297591,56.169213,деревня Бокова,д. Бокова,Абатский район,0,0,1981,228
1172,70.422726,56.380458,деревня Старовяткина,д. Старовяткина,Абатский район,0,0,1981,227
228,70.031186,56.164426,село Водолазово,с. Водолазово,Абатский район,0,0,1981,218
112,70.534117,56.319369,деревня Бобыльск,д. Бобыльск,Абатский район,0,0,1981,217
237,70.803693,56.150354,деревня Волостная,д. Волостная,Абатский район,0,0,1981,217
1395,70.84267,56.502032,деревня Юрга,д. Юрга,Абатский район,0,0,1981,211
518,70.377577,56.22783,деревня Кокуй,д. Кокуй,Абатский район,0,0,1981,209
1218,70.680857,56.363708,деревня Тельцова,д. Тельцова,Абатский район,0,0,1981,202
924,70.145165,56.106037,деревня Пайкова,д. Пайкова,Абатский район,0,0,1981,201
1418,70.723931,56.553675,деревня Яузяк,д. Яузяк,Абатский район,0,0,1981,197
60,70.475035,56.093008,деревня Балаир,д. Балаир,Абатский район,0,0,1981,183
1216,70.479347,56.216444,деревня Татарская,д. Татарская,Абатский район,0,0,1981,182
636,70.357904,56.177231,деревня Лихачева,д. Лихачева,Абатский район,0,0,1981,177
275,70.300366,56.131586,деревня Горки,д. Горки,Абатский район,0,0,1981,177
660,70.117416,56.007176,поселок Майка,п. Майка,Абатский район,0,0,1981,173
630,70.558767,56.010609,поселок Лесной,п. Лесной,Абатский район,0,0,1981,161
1054,70.117038,56.196131,деревня Репьева,д. Репьева,Абатский район,0,0,1981,160
740,70.067245,56.083712,деревня Мешалкина,д. Мешалкина,Абатский район,0,0,1981,156
347,70.472798,56.343593,деревня Еремина,д. Еремина,Абатский район,0,0,1981,147
1200,70.217425,56.324586,деревня Сысоева,д. Сысоева,Абатский район,0,0,1981,143
94,70.102719,56.29552,деревня Берендеева,д. Берендеева,Абатский район,0,0,1981,136
1134,70.634324,56.203723,деревня Смоленка,д. Смоленка,Абатский район,0,0,1981,130
665,69.97302,56.13746,деревня Максимова,д. Максимова,Абатский район,0,0,1981,129
743,70.522475,55.974821,поселок Мирный,п. Мирный,Абатский район,0,0,1981,127
707,70.293818,56.049757,поселок Марай,п. Марай,Абатский район,0,0,1981,123
357,70.149953,56.199727,деревня Ефимова,д. Ефимова,Абатский район,0,0,1981,110
1320,70.924139,56.477477,деревня Черемшанка,д. Черемшанка,Абатский район,0,0,1981,109
171,70.084088,56.161594,деревня Бурдина,д. Бурдина,Абатский район,0,0,1981,109
1107,70.248686,55.911638,деревня Сержанка,д. Сержанка,Абатский район,0,0,1981,107
1009,70.709917,56.338963,деревня Поротникова,д. Поротникова,Абатский район,0,0,1981,102
1343,70.099728,56.092245,деревня Чупина,д. Чупина,Абатский район,1,0,1981,91
1308,70.3832,55.967723,поселок Чапаево,п. Чапаево,Абатский район,0,0,1981,89
1298,70.071027,56.170891,деревня Фирсова,д. Фирсова,Абатский район,0,0,1981,71
1224,70.688726,56.027816,деревня Тихвинка,д. Тихвинка,Абатский район,0,0,1981,70
476,70.456206,56.30897,деревня Кареглазова,д. Кареглазова,Абатский район,0,0,1981,69
39,70.173776,56.10792,деревня Артамонова,д. Артамонова,Абатский район,0,0,1981,66
1086,NA,NA,деревня Сараева,д. Сараева,Абатский район,0,0,1981,64
1356,70.882807,56.377617,деревня Шалашина,д. Шалашина,Абатский район,0,0,1981,56
1266,70.374316,56.177752,деревня Узлова,д. Узлова,Абатский район,0,0,1981,52
940,NA,NA,деревня Пенькова,д. Пенькова,Абатский район,0,0,1981,49
387,69.913956,56.159985,деревня Земляная,д. Земляная,Абатский район,0,0,1981,47
154,70.681854,56.28336,деревня Боровкова,д. Боровкова,Абатский район,0,0,1981,34
1500,70.756253,56.331234,деревня Гуселетова,д. Гуселетова,Абатский район,0,0,1981,30
1204,NA,NA,деревня Таволжанова,д. Таволжанова,Абатский район,0,0,1981,21
715,NA,NA,деревня Марухи,д. Марухи,Абатский район,0,0,1981,12
422,NA,NA,деревня Ир,д. Ир,Абатский район,0,0,1981,0
37,67.684652,55.945509,село Армизонское,с. Армизонское,Армизонский район,1,1,1981,4565
905,67.903536,55.873304,село Орлово,с. Орлово,Армизонский район,1,0,1981,1048
454,68.003509,55.75979,село Калмакское,с. Калмакское,Армизонский район,1,0,1981,901
564,67.955656,55.963662,село Красноорловское,с. Красноорловское,Армизонский район,1,0,1981,720
1019,67.401458,55.924996,село Прохорово,с. Прохорово,Армизонский район,1,0,1981,677
408,67.768141,56.088373,село Иваново,с. Иваново,Армизонский район,1,0,1981,647
464,67.259165,56.169719,село Капралиха,с. Капралиха,Армизонский район,1,0,1981,598
1391,67.682667,55.775358,село Южно-Дубровное,с. Южно-Дубровное,Армизонский район,1,0,1981,592
1034,67.227059,56.118676,село Раздолье,с. Раздолье,Армизонский район,1,0,1981,521
1416,67.580241,55.991501,село Яровое,с. Яровое,Армизонский район,1,0,1981,372
252,67.44823,55.94149,деревня Вьялково,д. Вьялково,Армизонский район,0,0,1981,237
363,67.496042,55.819469,деревня Жиряково,д. Жиряково,Армизонский район,0,0,1981,228
977,67.797013,56.024989,деревня Плоское,д. Плоское,Армизонский район,0,0,1981,207
569,67.881796,56.109034,деревня Крашенева,д. Крашенева,Армизонский район,0,0,1981,198
735,67.62927,55.89399,деревня Менщикова,д. Менщикова,Армизонский район,0,0,1981,197
848,68.0757,55.78088,деревня Новорямова,д. Новорямова,Армизонский район,0,0,1981,179
82,67.258527,56.227895,деревня Беляковка,д. Беляковка,Армизонский район,0,0,1981,174
1102,67.673998,55.970716,деревня Семискуль,д. Семискуль,Армизонский район,0,0,1981,173
172,67.737042,55.880738,деревня Бурлаки,д. Бурлаки,Армизонский район,0,0,1981,167
527,67.661583,55.781555,деревня Комлева,д. Комлева,Армизонский район,0,0,1981,164
83,67.445619,55.958719,деревня Бердюгина,д. Бердюгина,Армизонский район,0,0,1981,162
1002,67.775319,55.743456,деревня Полое,д. Полое,Армизонский район,0,0,1981,149
1136,67.752286,55.953336,деревня Снегирева,д. Снегирева,Армизонский район,0,0,1981,148
889,68.094976,56.048726,деревня Октябрьская,д. Октябрьская,Армизонский район,0,0,1981,139
871,68.077782,55.873031,деревня Няшино,д. Няшино,Армизонский район,0,0,1981,138
496,67.116917,56.005415,деревня Кизак,д. Кизак,Армизонский район,0,0,1981,137
448,67.549114,56.056046,деревня Кайнак,д. Кайнак,Армизонский район,0,0,1981,128
367,68.006815,55.902288,деревня Забошное,д. Забошное,Армизонский район,0,0,1981,119
1097,67.838363,56.086605,деревня Северо-Дубровное,д. Северо-Дубровное,Армизонский район,0,0,1981,108
166,67.334597,56.070454,деревня Бузаны,д. Бузаны,Армизонский район,0,0,1981,101
691,67.377419,56.144351,деревня Малый Кайнак,д. Малый Кайнак,Армизонский район,0,0,1981,93
499,67.92602,56.034541,деревня Кировская,д. Кировская,Армизонский район,0,0,1981,83
291,67.81307,55.8608,деревня Данькова,д. Данькова,Армизонский район,0,0,1981,63
64,67.349787,56.193357,деревня Барановка,д. Барановка,Армизонский район,0,0,1981,48
1347,67.93217,55.90843,деревня Шабалина,д. Шабалина,Армизонский район,0,0,1981,41
945,67.973829,56.214472,деревня Первомайская,д. Первомайская,Армизонский район,0,0,1981,17
269,67.699232,55.847518,деревня Гоглина,д. Гоглина,Армизонский район,0,0,1981,16
1337,NA,NA,деревня Чиркова,д. Чиркова,Армизонский район,0,0,1981,4
38,68.642714,56.862332,село Аромашево,с. Аромашево,Аромашевский район,1,0,1981,4623
576,69.271804,56.916026,село Кротово,с. Кротово,Аромашевский район,0,0,1981,1206
819,69.366604,57.108027,село Новоберезовка,с. Новоберезовка,Аромашевский район,1,0,1981,1025
676,68.882645,57.149743,село Малиновка,с. Малиновка,Аромашевский район,1,0,1981,689
1152,68.848635,56.980189,село Сорочкино,с. Сорочкино,Аромашевский район,1,0,1981,579
817,68.927328,57.052124,деревня Новоаптула,д. Новоаптула,Аромашевский район,0,0,1981,577
1068,68.901636,56.980974,село Русаково,с. Русаково,Аромашевский район,1,0,1981,536
1131,68.728476,56.933725,село Слободчики,с. Слободчики,Аромашевский район,1,0,1981,522
685,69.056137,56.774761,село Малоскаредное,с. Малоскаредное,Аромашевский район,1,0,1981,477
480,68.642544,56.739613,деревня Кармацкая,д. Кармацкая,Аромашевский район,1,0,1981,440
1397,68.62005,56.768305,деревня Юрминка,д. Юрминка,Аромашевский район,1,0,1981,437
844,69.136617,57.189533,село Новопетрово,с. Новопетрово,Аромашевский район,1,0,1981,394
864,69.135449,57.218751,деревня Новые Юрты,д. Новые Юрты,Аромашевский район,0,0,1981,374
862,68.986706,57.121662,деревня Новоуфимская,д. Новоуфимская,Аромашевский район,0,0,1981,341
194,68.741745,56.915308,деревня Валгина,д. Валгина,Аромашевский район,0,0,1981,265
872,69.11945,56.861033,село Овсово,с. Овсово,Аромашевский район,0,0,1981,260
222,69.19048,56.903067,деревня Вилкова,д. Вилкова,Аромашевский район,0,0,1981,248
130,68.659037,56.820168,деревня Большескаредная,д. Большескаредная,Аромашевский район,0,0,1981,239
1135,68.662855,56.787316,деревня Смородиновка,д. Смородиновка,Аромашевский район,0,0,1981,233
192,68.613169,56.738814,деревня Вагина,д. Вагина,Аромашевский район,0,0,1981,230
1334,68.665666,56.857421,деревня Чигарева,д. Чигарева,Аромашевский район,0,0,1981,213
143,69.405716,57.060206,село Большой Кусеряк,с. Большой Кусеряк,Аромашевский район,0,0,1981,211
109,68.769664,56.724746,деревня Бобровка,д. Бобровка,Аромашевский район,0,0,1981,206
23,69.155365,57.12968,деревня Ангарка,д. Ангарка,Аромашевский район,0,0,1981,197
1285,69.357378,56.966546,деревня Усть-Лотовка,д. Усть-Лотовка,Аромашевский район,0,0,1981,191
1013,69.049157,57.011705,деревня Преображенка,д. Преображенка,Аромашевский район,0,0,1981,186
1289,69.099759,57.159751,деревня Уткарма,д. Уткарма,Аромашевский район,0,0,1981,183
62,69.199939,57.13518,деревня Балахлей,д. Балахлей,Аромашевский район,0,0,1981,161
799,68.876025,56.872737,деревня Николаевка,д. Николаевка,Аромашевский район,0,0,1981,159
115,69.100307,56.687509,деревня Богословка,д. Богословка,Аромашевский район,0,0,1981,159
415,68.6331,57.08176,деревня Илиней,д. Илиней,Аромашевский район,0,0,1981,145
890,68.549415,56.83615,поселок Октябрьский,п. Октябрьский,Аромашевский район,0,0,1981,124
58,68.417767,56.899817,деревня Балаганы,д. Балаганы,Аромашевский район,0,0,1981,124
69,68.854321,56.970348,деревня Батурина,д. Батурина,Аромашевский район,0,0,1981,118
176,68.947513,57.158096,деревня Бусаровка,д. Бусаровка,Аромашевский район,0,0,1981,105
999,69.20479,57.08176,деревня Половинка,д. Половинка,Аромашевский район,0,0,1981,104
1278,69.22327,56.8016,деревня Успенка,д. Успенка,Аромашевский район,0,0,1981,101
821,68.941674,57.039869,деревня Нововыигрышнева,д. Нововыигрышнева,Аромашевский район,0,0,1981,98
253,69.056281,56.71384,деревня Вяткина,д. Вяткина,Аромашевский район,0,0,1981,84
1096,69.039608,57.158628,деревня Северная,д. Северная,Аромашевский район,0,0,1981,73
403,68.877309,56.992307,деревня Иванова,д. Иванова,Аромашевский район,0,0,1981,67
897,69.098843,57.127061,деревня Ольгина,д. Ольгина,Аромашевский район,0,0,1981,65
1205,68.677326,56.874085,деревня Таловая,д. Таловая,Аромашевский район,0,0,1981,56
910,NA,NA,деревня Осиновка,д. Осиновка,Аромашевский район,0,0,1981,41
903,NA,NA,деревня Орловка,д. Орловка,Аромашевский район,0,0,1981,12
86,68.311892,55.804966,село Бердюжье,с. Бердюжье,Бердюжский район,1,1,1981,4306
938,68.694305,55.859802,село Пеганово,с. Пеганово,Бердюжский район,1,0,1981,1188
894,68.69205,55.717487,село Окунево,с. Окунево,Бердюжский район,1,0,1981,1080
1269,68.48126,55.610895,село Уктуз,с. Уктуз,Бердюжский район,1,0,1981,1072
1003,68.29132,55.887917,село Полозаозерье,с. Полозаозерье,Бердюжский район,1,0,1981,625
433,68.237745,55.957212,село Истошино,с. Истошино,Бердюжский район,1,0,1981,575
384,68.604365,55.476725,село Зарослое,с. Зарослое,Бердюжский район,1,0,1981,509
731,68.576446,56.050466,село Мелехино,с. Мелехино,Бердюжский район,1,0,1981,356
1174,68.231861,55.689629,деревня Старорямова,д. Старорямова,Бердюжский район,1,0,1981,352
882,68.847306,55.715728,деревня Одышка,д. Одышка,Бердюжский район,0,0,1981,347
254,68.24017,55.792908,деревня Гагарина,д. Гагарина,Бердюжский район,0,0,1981,337
606,68.173461,55.88564,деревня Кутырева,д. Кутырева,Бердюжский район,0,0,1981,292
161,68.261083,55.975939,деревня Босоногова,д. Босоногова,Бердюжский район,0,0,1981,283
266,68.457194,55.760449,деревня Глубокое,д. Глубокое,Бердюжский район,0,0,1981,268
239,68.228816,55.641524,село Воробьево,с. Воробьево,Бердюжский район,0,0,1981,256
787,68.744934,55.614897,село Нестерово,с. Нестерово,Бердюжский район,0,0,1981,247
771,68.410994,55.554186,село Мурашово,с. Мурашово,Бердюжский район,0,0,1981,228
916,68.814894,55.878814,деревня Останино,д. Останино,Бердюжский район,0,0,1981,211
570,68.623266,55.960855,деревня Крашенева,д. Крашенева,Бердюжский район,0,0,1981,203
484,68.679797,55.783068,деревня Карькова,д. Карькова,Бердюжский район,0,0,1981,196
645,68.249944,56.020662,деревня Луговая,д. Луговая,Бердюжский район,0,0,1981,183
227,68.547861,55.455464,деревня Власова,д. Власова,Бердюжский район,0,0,1981,177
1351,68.254319,55.94207,деревня Шабурова,д. Шабурова,Бердюжский район,0,0,1981,172
608,68.536515,55.543262,деревня Кушлук,д. Кушлук,Бердюжский район,0,0,1981,159
1331,68.476688,55.816308,деревня Чесноки,д. Чесноки,Бердюжский район,0,0,1981,155
1001,68.656288,55.429359,село Половинное,с. Половинное,Бердюжский район,0,0,1981,139
581,68.841305,55.791238,деревня Крутоберегое,д. Крутоберегое,Бердюжский район,0,0,1981,111
1362,68.394123,55.526093,деревня Шашмурина,д. Шашмурина,Бердюжский район,0,0,1981,111
995,68.546729,55.650836,село Полднево,с. Полднево,Бердюжский район,0,0,1981,89
1075,68.703737,55.649972,деревня Савина,д. Савина,Бердюжский район,0,0,1981,85
1188,68.210104,55.747186,деревня Сугатова,д. Сугатова,Бердюжский район,0,0,1981,83
247,68.462719,56.022474,деревня Второпесьяное,д. Второпесьяное,Бердюжский район,0,0,1981,60
950,68.666115,55.763346,деревня Первопесьяное,д. Первопесьяное,Бердюжский район,0,0,1981,45
380,NA,NA,деревня Заплатина,д. Заплатина,Бердюжский район,0,0,1981,7
1265,NA,NA,деревня Угрюмое,д. Угрюмое,Бердюжский район,0,0,1981,0
189,69.021678,57.932093,село Вагай,с. Вагай,Вагайский район,1,1,1981,3858
324,69.430106,57.95274,село Дубровное,с. Дубровное,Вагайский район,1,0,1981,1609
382,69.129224,57.881153,поселок Заречный,п. Заречный,Вагайский район,1,0,1981,1150
1328,69.170178,57.653214,село Черное,с. Черное,Вагайский район,1,0,1981,1113
1245,69.766902,57.6507,село Тукуз,с. Тукуз,Вагайский район,1,0,1981,999
946,69.054664,57.405001,поселок Первомайский,п. Первомайский,Вагайский район,1,0,1981,827
530,69.048438,57.258691,поселок Комсомольский,п. Комсомольский,Вагайский район,0,0,1981,811
1294,68.40723,57.480214,село Ушаково,с. Ушаково,Вагайский район,1,0,1981,782
1196,69.561233,57.997364,село Супра,с. Супра,Вагайский район,1,0,1981,760
603,69.789063,57.994126,поселок Курья,п. Курья,Вагайский район,1,0,1981,757
424,69.485684,58.039556,поселок Иртыш,п. Иртыш,Вагайский район,0,0,1981,673
139,70.242335,57.947434,село Большой Карагай,с. Большой Карагай,Вагайский район,1,0,1981,622
1398,68.096494,57.384486,деревня Юрмы,д. Юрмы,Вагайский район,0,0,1981,530
443,69.650651,57.791753,село Казанское,с. Казанское,Вагайский район,1,0,1981,512
10,70.101776,57.975355,село Аксурка,с. Аксурка,Вагайский район,1,0,1981,511
420,69.19605,58.061969,поселок Инжура,п. Инжура,Вагайский район,0,0,1981,499
592,68.790038,57.956551,село Куларово,с. Куларово,Вагайский район,1,0,1981,486
419,69.214797,57.495921,деревня Индери,д. Индери,Вагайский район,0,0,1981,447
1020,68.854321,57.737918,село Птицкое,с. Птицкое,Вагайский район,1,0,1981,425
1368,68.254337,57.447194,село Шестовое,с. Шестовое,Вагайский район,1,0,1981,418
4,70.376975,57.871456,деревня Абаул,д. Абаул,Вагайский район,0,0,1981,412
593,68.758085,57.980872,село Куларовское,с. Куларовское,Вагайский район,0,0,1981,398
513,68.9228,58.039761,деревня Кобякская,д. Кобякская,Вагайский район,0,0,1981,391
245,68.964661,58.009439,село Второвагайское,с. Второвагайское,Вагайский район,1,0,1981,367
76,68.991656,58.021996,село Бегишевское,с. Бегишевское,Вагайский район,0,0,1981,346
74,69.090947,57.400526,село Бегитино,с. Бегитино,Вагайский район,0,0,1981,322
913,70.43453,57.482396,деревня Осиновская,д. Осиновская,Вагайский район,1,0,1981,318
486,69.146858,58.014779,село Касьяново,с. Касьяново,Вагайский район,1,0,1981,309
248,69.934303,57.989446,деревня Второсалинская,д. Второсалинская,Вагайский район,0,0,1981,276
212,70.114586,57.359551,деревня Вершинская,д. Вершинская,Вагайский район,0,0,1981,266
746,69.487059,57.806444,село Митькинское,с. Митькинское,Вагайский район,0,0,1981,264
1374,68.705498,57.507856,деревня Шишкина,д. Шишкина,Вагайский район,1,0,1981,248
963,68.391339,57.493769,деревня Петровщина,д. Петровщина,Вагайский район,0,0,1981,238
1193,69.587329,57.807561,деревня Сулейменская,д. Сулейменская,Вагайский район,0,0,1981,235
879,70.47676,57.493247,деревня Одинарская,д. Одинарская,Вагайский район,0,0,1981,230
75,69.098007,58.043424,село Бегишево,с. Бегишево,Вагайский район,1,0,1981,226
181,68.978783,57.752674,деревня Бушмина,д. Бушмина,Вагайский район,0,0,1981,223
689,68.696245,57.690549,деревня Малые Конданы,д. Малые Конданы,Вагайский район,0,0,1981,203
697,69.972733,57.601476,деревня Малый Уват,д. Малый Уват,Вагайский район,0,0,1981,203
704,69.13721,57.86898,деревня Малькова,д. Малькова,Вагайский район,0,0,1981,201
312,69.309327,57.798426,село Домнино,с. Домнино,Вагайский район,1,0,1981,199
1177,68.931702,57.948389,деревня Старый Погост,д. Старый Погост,Вагайский район,0,0,1981,191
597,69.074094,57.996349,деревня Кульмаметская,д. Кульмаметская,Вагайский район,0,0,1981,189
1296,69.31513,58.046449,село Фатеево,с. Фатеево,Вагайский район,1,0,1981,186
537,69.191881,57.769757,село Копотилы,с. Копотилы,Вагайский район,0,0,1981,183
49,68.673796,57.533801,село Ашлык,с. Ашлык,Вагайский район,0,0,1981,170
706,68.21279,57.492889,деревня Малюгина,д. Малюгина,Вагайский район,0,0,1981,170
1179,68.053743,57.472558,деревня Степановка,д. Степановка,Вагайский район,0,0,1981,167
126,69.204395,57.661939,деревня Большая Плесовская,д. Большая Плесовская,Вагайский район,0,0,1981,161
613,68.135031,57.357026,деревня Лаймы,д. Лаймы,Вагайский район,0,0,1981,151
1197,69.492916,57.981277,деревня Супринская,д. Супринская,Вагайский район,0,0,1981,151
123,68.71204,57.50443,деревня Большая Бакланова,д. Большая Бакланова,Вагайский район,0,0,1981,150
1271,68.974291,57.940603,деревня Ульяновка,д. Ульяновка,Вагайский район,0,0,1981,150
1053,69.754397,57.955242,деревня Ренчики,д. Ренчики,Вагайский район,0,0,1981,144
1202,69.249724,57.533931,село Сычево,с. Сычево,Вагайский район,0,0,1981,132
214,70.61281,57.526263,деревня Веселинская,д. Веселинская,Вагайский район,0,0,1981,124
359,68.70336,57.51683,деревня Желнина,д. Желнина,Вагайский район,0,0,1981,121
996,69.02333,57.764346,деревня Полина,д. Полина,Вагайский район,0,0,1981,121
489,69.660586,57.943063,деревня Катангуй,д. Катангуй,Вагайский район,0,0,1981,121
1414,68.936014,58.029903,деревня Яркова,д. Яркова,Вагайский район,0,0,1981,120
53,69.218894,58.051164,деревня Баишевская,д. Баишевская,Вагайский район,0,0,1981,115
1021,68.51126,57.49974,деревня Пузыри,д. Пузыри,Вагайский район,0,0,1981,114
435,70.307086,57.968997,деревня Ишаирская,д. Ишаирская,Вагайский район,0,0,1981,113
1408,67.998829,57.39892,деревня Янкова,д. Янкова,Вагайский район,0,0,1981,107
34,69.447129,57.966539,деревня Араксул,д. Араксул,Вагайский район,0,0,1981,106
91,69.368382,58.029889,деревня Березовка,д. Березовка,Вагайский район,0,0,1981,90
1387,69.281039,57.982924,деревня Экстезерь,д. Экстезерь,Вагайский район,0,0,1981,88
1229,68.869341,57.737831,деревня Томская,д. Томская,Вагайский район,0,0,1981,82
184,69.604711,57.945929,деревня Быкова,д. Быкова,Вагайский район,0,0,1981,81
657,69.689611,57.742251,деревня Лямчай,д. Лямчай,Вагайский район,0,0,1981,79
1241,69.386771,57.964811,деревня Трушникова,д. Трушникова,Вагайский район,0,0,1981,78
968,68.204435,57.433689,деревня Петухова,д. Петухова,Вагайский район,0,0,1981,78
952,69.90191,58.006736,деревня Первые Салы,д. Первые Салы,Вагайский район,0,0,1981,77
434,69.127122,57.320056,деревня Истяцкая,д. Истяцкая,Вагайский район,0,0,1981,75
914,69.604828,58.019926,деревня Осиновская,д. Осиновская,Вагайский район,0,0,1981,75
1394,69.562715,57.978844,деревня Юлташи,д. Юлташи,Вагайский район,0,0,1981,73
778,68.827812,57.958933,деревня Накуларова,д. Накуларова,Вагайский район,0,0,1981,71
413,69.05682,57.956436,деревня Изюк,д. Изюк,Вагайский район,0,0,1981,67
1154,69.301431,58.015671,деревня Соснова,д. Соснова,Вагайский район,0,0,1981,67
997,69.114644,57.812136,деревня Полино-Ашлык,д. Полино-Ашлык,Вагайский район,0,0,1981,67
744,69.031316,57.96999,поселок Мирный,п. Мирный,Вагайский район,0,0,1981,65
505,68.666259,57.993987,деревня Киселева,д. Киселева,Вагайский район,0,0,1981,64
1364,68.746604,57.958222,деревня Шевелева,д. Шевелева,Вагайский район,0,0,1981,64
364,69.212067,57.842702,деревня Журавлева,д. Журавлева,Вагайский район,0,0,1981,62
1290,68.758265,57.951035,деревня Уфа,д. Уфа,Вагайский район,0,0,1981,61
334,70.376642,57.953041,деревня Еланская,д. Еланская,Вагайский район,0,0,1981,60
646,69.510702,57.947649,деревня Луговая,д. Луговая,Вагайский район,0,0,1981,59
540,69.136563,57.448376,поселок Кордон,п. Кордон,Вагайский район,0,0,1981,56
173,69.242807,57.820779,деревня Бурлаки,д. Бурлаки,Вагайский район,0,0,1981,54
249,69.416676,58.043653,деревня Выдумка,д. Выдумка,Вагайский район,0,0,1981,54
1350,69.388657,58.042214,деревня Шабры,д. Шабры,Вагайский район,0,0,1981,53
915,69.335199,57.802488,деревня Ослина,д. Ослина,Вагайский район,0,0,1981,49
352,68.94363,57.9407,деревня Ерши,д. Ерши,Вагайский район,0,0,1981,48
546,69.162,58.0658,деревня Косинцева,д. Косинцева,Вагайский район,0,0,1981,48
650,69.455429,57.959683,деревня Лукина,д. Лукина,Вагайский район,0,0,1981,46
538,68.943749,57.740517,деревня Копылова,д. Копылова,Вагайский район,0,0,1981,44
555,69.421248,58.041705,деревня Кошкаин,д. Кошкаин,Вагайский район,0,0,1981,42
1046,69.30957,57.789192,деревня Раши,д. Раши,Вагайский район,0,0,1981,42
339,69.719237,57.929116,деревня Елань-Яр,д. Елань-Яр,Вагайский район,0,0,1981,41
478,68.995078,57.974109,село Карелинское,с. Карелинское,Вагайский район,0,0,1981,39
431,69.350407,58.021982,деревня Истомина,д. Истомина,Вагайский район,0,0,1981,38
728,68.703503,57.704017,деревня Межевая,д. Межевая,Вагайский район,0,0,1981,37
315,69.286016,58.022625,деревня Доронина,д. Доронина,Вагайский район,0,0,1981,36
1360,69.337166,57.97588,деревня Шапошникова,д. Шапошникова,Вагайский район,0,0,1981,35
1113,69.207979,58.069495,деревня Симонова,д. Симонова,Вагайский район,0,0,1981,34
1377,69.139842,57.674194,деревня Шокурова,д. Шокурова,Вагайский район,0,0,1981,33
1052,69.374347,57.965785,деревня Релка,д. Релка,Вагайский район,0,0,1981,32
20,70.189775,57.965985,деревня Аллагуловская,д. Аллагуловская,Вагайский район,0,0,1981,32
560,69.475318,57.940526,деревня Красная Гора,д. Красная Гора,Вагайский район,0,0,1981,31
572,69.12219,58.020261,деревня Криванкова,д. Криванкова,Вагайский район,0,0,1981,31
1004,68.70724,57.981368,деревня Полуянова,д. Полуянова,Вагайский район,0,0,1981,31
477,69.042384,57.974439,деревня Карелина,д. Карелина,Вагайский район,0,0,1981,30
98,69.19923,57.767217,деревня Бесчастнова,д. Бесчастнова,Вагайский район,0,0,1981,29
873,69.23794,57.61964,деревня Овсянникова,д. Овсянникова,Вагайский район,0,0,1981,29
87,69.289537,57.989527,деревня Береговая,д. Береговая,Вагайский район,0,0,1981,26
1138,69.308285,58.090781,деревня Созонова,д. Созонова,Вагайский район,0,0,1981,24
335,68.872072,57.953533,деревня Елань,д. Елань,Вагайский район,0,0,1981,23
1111,69.208886,57.833853,деревня Сивкова,д. Сивкова,Вагайский район,0,0,1981,22
981,69.273601,58.048712,деревня Поварнина,д. Поварнина,Вагайский район,0,0,1981,22
1198,69.218696,57.825912,деревня Сухова,д. Сухова,Вагайский район,0,0,1981,22
615,69.194154,58.066492,деревня Ламбина,д. Ламбина,Вагайский район,0,0,1981,21
